"ITEM","Item","BANK","Bank","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2007","2007",81555,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2008","2008",74854,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2009","2009",46043,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","1999","1999",108671.03,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2000","2000",81543.97,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2001","2001",71396.85,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2002","2002",66568.285,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2003","2003",45300.112,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2004","2004",43342.091,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2005","2005",43100.407,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2006","2006",52567.121,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2007","2007",71738.07,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2008","2008",93874.309,,
"IN02TE","2. Interest expenses","ALL","All banks","CZE","Czech Republic","2009","2009",71315.896,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","1999","1999",44695,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2000","2000",62185,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2001","2001",63403,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2002","2002",48770.963,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2003","2003",39557.156,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2004","2004",42323.793,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2005","2005",59317.351,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2006","2006",85497.177,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2007","2007",127356.373,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2008","2008",151333.485,,
"IN02TE","2. Interest expenses","ALL","All banks","DNK","Denmark","2009","2009",75904.973,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","1999","1999",2980.313,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2000","2000",3810.97,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2001","2001",4489.299,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2002","2002",3444.088,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2003","2003",2493.864,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2004","2004",2513.591,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2005","2005",3516.633,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2006","2006",5349.161,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2007","2007",8063.449,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2008","2008",10159.871,,
"IN02TE","2. Interest expenses","ALL","All banks","FIN","Finland","2009","2009",4583.439,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","1999","1999",157277.99,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2000","2000",185265.8,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2001","2001",188476,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2002","2002",164852,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2003","2003",139306,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2004","2004",109810.635,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2005","2005",129786.924,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2006","2006",179812.871,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2007","2007",248715.523,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2008","2008",262799.345,,
"IN02TE","2. Interest expenses","ALL","All banks","FRA","France","2009","2009",161637.735,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","1999","1999",179508,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2000","2000",224956,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2001","2001",231473,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2002","2002",191353,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2003","2003",166458,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2004","2004",155997,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2005","2005",176251,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2006","2006",197428,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2007","2007",236840,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2008","2008",244654,,
"IN02TE","2. Interest expenses","ALL","All banks","DEU","Germany","2009","2009",149384,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","1999","1999",11076.2,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2000","2000",16635.3,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2001","2001",17815.7,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2002","2002",17352,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2003","2003",16118,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2004","2004",18925,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2005","2005",23963.228,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2006","2006",32988.431,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2007","2007",43263.677,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2008","2008",44122.315,,
"IN02TE","2. Interest expenses","ALL","All banks","IRL","Ireland","2009","2009",22933.206,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","1999","1999",36632,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2000","2000",46968,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2001","2001",51329,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2002","2002",41704,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2003","2003",35381,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2004","2004",34596,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2005","2005",39488,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2006","2006",55847.15,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2007","2007",83415.58,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2008","2008",102169.03,,
"IN02TE","2. Interest expenses","ALL","All banks","ITA","Italy","2009","2009",55295.51,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","1999","1999",9030400,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2000","2000",6626700,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2001","2001",4447900,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2002","2002",2690200,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2003","2003",1908100,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2004","2004",1963202,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2005","2005",2864191,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2006","2006",4532256,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2007","2007",5739557,,
"IN02TE","2. Interest expenses","ALL","All banks","JPN","Japan","2008","2008",4525749,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","1999","1999",31633000,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2000","2000",34837000,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2001","2001",29330000,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2002","2002",27321000,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2003","2003",27754000,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2004","2004",28813378.988,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2005","2005",27807965.65,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2006","2006",34345542.141,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2007","2007",44502975.627,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2008","2008",57851668,,
"IN02TE","2. Interest expenses","ALL","All banks","KOR","Korea","2009","2009",50030840.734,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","1999","1999",34140,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2000","2000",47925,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2001","2001",48332,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2002","2002",38895.187,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2003","2003",30999.789,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2004","2004",26873.962,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2005","2005",32288.284,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2006","2006",45068.522,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2007","2007",56349.853,,
"IN02TE","2. Interest expenses","ALL","All banks","LUX","Luxembourg","2008","2008",55023,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2000","2000",300353.761,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2001","2001",231329.216,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2002","2002",169513.731,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2003","2003",155105.211,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2004","2004",161015.433,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2005","2005",239705.533,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2006","2006",210222.133,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2007","2007",231526.581,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2008","2008",263779.58,,
"IN02TE","2. Interest expenses","ALL","All banks","MEX","Mexico","2009","2009",209289.493,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","1999","1999",60163.041,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2000","2000",76020.026,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2001","2001",74659.666,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2002","2002",60591.195,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2003","2003",54470.704,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2004","2004",56222.684,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2005","2005",96752.323,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2006","2006",120494,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2007","2007",149337,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2008","2008",158451,,
"IN02TE","2. Interest expenses","ALL","All banks","NLD","Netherlands","2009","2009",108413,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","1999","1999",5937,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2000","2000",8190.6,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2001","2001",8472.97,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2002","2002",8264.405,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2003","2003",8751.428,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2004","2004",9653.14,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2005","2005",12731.248,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2006","2006",15715.591,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2007","2007",19090.224,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2008","2008",22248.861,,
"IN02TE","2. Interest expenses","ALL","All banks","NZL","New Zealand","2009","2009",14304.354,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","1999","1999",53628,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2000","2000",64136,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2001","2001",79345,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2002","2002",76316,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2003","2003",62010,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2004","2004",43687,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2005","2005",42256,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2006","2006",68942,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2007","2007",112868,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2008","2008",156849,,
"IN02TE","2. Interest expenses","ALL","All banks","NOR","Norway","2009","2009",82615,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","1999","1999",22744,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2000","2000",36129,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2001","2001",36027,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2002","2002",20427,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2003","2003",12755,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2004","2004",13768.884,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2005","2005",15587.616,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2006","2006",14303.661,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2007","2007",18857.294,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2008","2008",30030.797,,
"IN02TE","2. Interest expenses","ALL","All banks","POL","Poland","2009","2009",29136.567,,
"IN02TE","2. Interest expenses","ALL","All banks","SVK","Slovak Republic","1999","1999",2080.29,,
"IN02TE","2. Interest expenses","ALL","All banks","SVK","Slovak Republic","2000","2000",1691.257,,
"IN02TE","2. Interest expenses","ALL","All banks","SVK","Slovak Republic","2001","2001",1250.69,,
"IN02TE","2. Interest expenses","ALL","All banks","SVK","Slovak Republic","2002","2002",1137.57,,
"IN02TE","2. Interest expenses","ALL","All banks","SVK","Slovak Republic","2003","2003",960.938,,
